originregion_id,originregion_name,destinationregion_id,destinationregion_name,regionflow_1990,regionflow_1995,regionflow_2000,regionflow_2005,xxx,origin_iso,origin_name,destination_iso,destination_name,countryflow_1990,countryflow_1995,countryflow_2000,countryflow_2005,origin_show,destination_show
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,ISR,Israel,THA,Thailand,0,1,0,0,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,ISR,Israel,TLS,Timor-Leste,0,0,0,0,1,0
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,ISR,Israel,VNM,Vietnam,0,0,0,0,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,JOR,Jordan,BRN,Brunei,0,9,5,1,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,JOR,Jordan,IDN,Indonesia,1,0,3432,2072,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,JOR,Jordan,KHM,Cambodia,0,20,0,0,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,JOR,Jordan,LAO,Laos,0,0,0,0,1,0
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,JOR,Jordan,MMR,Myanmar,0,7,0,0,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,JOR,Jordan,MYS,Malaysia,0,21,7,0,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,JOR,Jordan,PHL,Philippines,0,35,72,69,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,JOR,Jordan,SGP,Singapore,12,203,9,6,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,JOR,Jordan,THA,Thailand,0,117,10,5,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,JOR,Jordan,TLS,Timor-Leste,0,0,0,0,1,0
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,JOR,Jordan,VNM,Vietnam,0,7,4,0,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,KWT,Kuwait,BRN,Brunei,21,7,6,3,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,KWT,Kuwait,IDN,Indonesia,0,0,36,10,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,KWT,Kuwait,KHM,Cambodia,11,272,0,0,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,KWT,Kuwait,LAO,Laos,0,0,0,0,1,0
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,KWT,Kuwait,MMR,Myanmar,0,24,0,0,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,KWT,Kuwait,MYS,Malaysia,2554,49,8,2,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,KWT,Kuwait,PHL,Philippines,425,251,45,38,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,KWT,Kuwait,SGP,Singapore,2807,247,5,6,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,KWT,Kuwait,THA,Thailand,0,1216,7,3,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,KWT,Kuwait,TLS,Timor-Leste,48,0,0,0,1,0
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,KWT,Kuwait,VNM,Vietnam,54,14,2,1,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,LBN,Lebanon,BRN,Brunei,0,0,0,1,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,LBN,Lebanon,IDN,Indonesia,0,0,1,3,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,LBN,Lebanon,KHM,Cambodia,0,0,0,0,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,LBN,Lebanon,LAO,Laos,0,0,0,0,1,0
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,LBN,Lebanon,MMR,Myanmar,0,2,0,0,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,LBN,Lebanon,MYS,Malaysia,0,2,1,1,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,LBN,Lebanon,PHL,Philippines,0,68,0,0,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,LBN,Lebanon,SGP,Singapore,0,16,1,14,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,LBN,Lebanon,THA,Thailand,0,3,0,5,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,LBN,Lebanon,TLS,Timor-Leste,0,0,0,0,1,0
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,LBN,Lebanon,VNM,Vietnam,0,0,0,1,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,OMN,Oman,BRN,Brunei,2,90,19,3,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,OMN,Oman,IDN,Indonesia,0,0,132,32,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,OMN,Oman,KHM,Cambodia,1,21,0,0,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,OMN,Oman,LAO,Laos,0,0,0,0,1,0
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,OMN,Oman,MMR,Myanmar,0,1285,0,0,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,OMN,Oman,MYS,Malaysia,13,3843,147,1,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,OMN,Oman,PHL,Philippines,214,982,216,97,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,OMN,Oman,SGP,Singapore,114,2944,174,2,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,OMN,Oman,THA,Thailand,0,756,19,3,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,OMN,Oman,TLS,Timor-Leste,3,0,0,0,1,0
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,OMN,Oman,VNM,Vietnam,2,67,4,1,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,PSE,Palestine,BRN,Brunei,0,0,0,0,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,PSE,Palestine,IDN,Indonesia,0,0,0,0,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,PSE,Palestine,KHM,Cambodia,0,3,0,0,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,PSE,Palestine,LAO,Laos,0,0,0,0,1,0
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,PSE,Palestine,MMR,Myanmar,0,0,0,0,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,PSE,Palestine,MYS,Malaysia,0,0,0,0,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,PSE,Palestine,PHL,Philippines,0,232,0,0,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,PSE,Palestine,SGP,Singapore,0,1,0,0,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,PSE,Palestine,THA,Thailand,0,36,5,2,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,PSE,Palestine,TLS,Timor-Leste,0,0,0,0,1,0
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,PSE,Palestine,VNM,Vietnam,0,7,0,0,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,QAT,Qatar,BRN,Brunei,1,3,0,0,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,QAT,Qatar,IDN,Indonesia,0,0,2,0,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,QAT,Qatar,KHM,Cambodia,1,89,0,0,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,QAT,Qatar,LAO,Laos,0,0,0,0,1,0
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,QAT,Qatar,MMR,Myanmar,0,11,0,0,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,QAT,Qatar,MYS,Malaysia,11,21,0,0,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,QAT,Qatar,PHL,Philippines,109,189,20,0,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,QAT,Qatar,SGP,Singapore,182,110,0,0,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,QAT,Qatar,THA,Thailand,0,404,0,0,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,QAT,Qatar,TLS,Timor-Leste,4,0,0,0,1,0
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,QAT,Qatar,VNM,Vietnam,3,5,0,0,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,SAU,Saudi Arabia,BRN,Brunei,8,407,0,1,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,SAU,Saudi Arabia,IDN,Indonesia,0,0,0,13,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,SAU,Saudi Arabia,KHM,Cambodia,5,3296,0,0,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,SAU,Saudi Arabia,LAO,Laos,0,0,0,0,1,0
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,SAU,Saudi Arabia,MMR,Myanmar,0,2822,0,0,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,SAU,Saudi Arabia,MYS,Malaysia,97,19090,1,1,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,SAU,Saudi Arabia,PHL,Philippines,403,2290,4,79,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,SAU,Saudi Arabia,SGP,Singapore,1990,10864,0,21,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,SAU,Saudi Arabia,THA,Thailand,0,16179,0,8,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,SAU,Saudi Arabia,TLS,Timor-Leste,49,0,0,0,1,0
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,SAU,Saudi Arabia,VNM,Vietnam,53,493,36,64,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,SYR,Syria,BRN,Brunei,0,0,0,0,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,SYR,Syria,IDN,Indonesia,0,0,0,67,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,SYR,Syria,KHM,Cambodia,0,0,0,0,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,SYR,Syria,LAO,Laos,0,0,0,0,1,0
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,SYR,Syria,MMR,Myanmar,0,0,0,0,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,SYR,Syria,MYS,Malaysia,0,1,0,0,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,SYR,Syria,PHL,Philippines,0,9,0,25,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,SYR,Syria,SGP,Singapore,0,0,0,0,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,SYR,Syria,THA,Thailand,0,0,0,1,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,SYR,Syria,TLS,Timor-Leste,0,0,0,0,1,0
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,SYR,Syria,VNM,Vietnam,8,43,0,36,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,TUR,Turkey,BRN,Brunei,0,0,0,0,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,TUR,Turkey,IDN,Indonesia,11,0,0,0,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,TUR,Turkey,KHM,Cambodia,0,16,0,0,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,TUR,Turkey,LAO,Laos,0,0,0,0,1,0
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,TUR,Turkey,MMR,Myanmar,0,0,0,0,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,TUR,Turkey,MYS,Malaysia,0,0,0,0,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,TUR,Turkey,PHL,Philippines,240,355,0,0,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,TUR,Turkey,SGP,Singapore,0,8,0,0,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,TUR,Turkey,THA,Thailand,0,86,0,0,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,TUR,Turkey,TLS,Timor-Leste,0,0,0,0,1,0
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,TUR,Turkey,VNM,Vietnam,0,7,0,0,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,YEM,Yemen,BRN,Brunei,0,0,0,0,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,YEM,Yemen,IDN,Indonesia,0,0,0,0,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,YEM,Yemen,KHM,Cambodia,0,14,0,0,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,YEM,Yemen,LAO,Laos,0,0,0,0,1,0
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,YEM,Yemen,MMR,Myanmar,0,0,0,0,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,YEM,Yemen,MYS,Malaysia,0,14,0,0,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,YEM,Yemen,PHL,Philippines,0,0,0,0,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,YEM,Yemen,SGP,Singapore,0,0,0,0,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,YEM,Yemen,THA,Thailand,0,1,0,0,1,1
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,YEM,Yemen,TLS,Timor-Leste,0,0,0,0,1,0
5,West Asia,8,South-East Asia,13939,78848,5347,3137,,YEM,Yemen,VNM,Vietnam,0,0,0,0,1,1
5,West Asia,9,Oceania,26509,74711,25219,39692,,ARE,United Arab Emirates,AUS,Australia,742,2099,4080,7842,1,1
5,West Asia,9,Oceania,26509,74711,25219,39692,,ARE,United Arab Emirates,FJI,Fiji,0,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,ARE,United Arab Emirates,FSM,Micronesia,0,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,ARE,United Arab Emirates,GUM,Guam,0,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,ARE,United Arab Emirates,NCL,New Caledonia,0,0,1,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,ARE,United Arab Emirates,NZL,New Zealand,237,452,818,1166,1,1
5,West Asia,9,Oceania,26509,74711,25219,39692,,ARE,United Arab Emirates,PNG,Papua New Guinea,0,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,ARE,United Arab Emirates,PYF,French Polynesia,0,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,ARE,United Arab Emirates,SLB,Solomon Islands,0,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,ARE,United Arab Emirates,TON,Tonga,0,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,ARE,United Arab Emirates,VUT,Vanuatu,0,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,ARE,United Arab Emirates,WSM,Samoa,0,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,BHR,Bahrain,AUS,Australia,241,428,600,0,0,1
5,West Asia,9,Oceania,26509,74711,25219,39692,,BHR,Bahrain,FJI,Fiji,0,0,0,0,0,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,BHR,Bahrain,FSM,Micronesia,0,0,0,0,0,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,BHR,Bahrain,GUM,Guam,0,0,0,0,0,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,BHR,Bahrain,NCL,New Caledonia,0,0,0,0,0,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,BHR,Bahrain,NZL,New Zealand,88,112,202,0,0,1
5,West Asia,9,Oceania,26509,74711,25219,39692,,BHR,Bahrain,PNG,Papua New Guinea,0,0,0,0,0,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,BHR,Bahrain,PYF,French Polynesia,0,0,0,0,0,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,BHR,Bahrain,SLB,Solomon Islands,0,0,0,0,0,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,BHR,Bahrain,TON,Tonga,0,0,0,0,0,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,BHR,Bahrain,VUT,Vanuatu,0,0,0,0,0,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,BHR,Bahrain,WSM,Samoa,0,0,0,0,0,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,CYP,Cyprus,AUS,Australia,0,0,0,0,0,1
5,West Asia,9,Oceania,26509,74711,25219,39692,,CYP,Cyprus,FJI,Fiji,0,0,0,0,0,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,CYP,Cyprus,FSM,Micronesia,0,0,0,0,0,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,CYP,Cyprus,GUM,Guam,0,0,0,0,0,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,CYP,Cyprus,NCL,New Caledonia,0,0,0,0,0,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,CYP,Cyprus,NZL,New Zealand,3,0,0,0,0,1
5,West Asia,9,Oceania,26509,74711,25219,39692,,CYP,Cyprus,PNG,Papua New Guinea,0,0,0,0,0,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,CYP,Cyprus,PYF,French Polynesia,0,0,0,0,0,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,CYP,Cyprus,SLB,Solomon Islands,0,0,0,0,0,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,CYP,Cyprus,TON,Tonga,0,0,0,0,0,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,CYP,Cyprus,VUT,Vanuatu,0,0,0,0,0,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,CYP,Cyprus,WSM,Samoa,0,0,0,0,0,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,IRQ,Iraq,AUS,Australia,8407,5174,3479,704,1,1
5,West Asia,9,Oceania,26509,74711,25219,39692,,IRQ,Iraq,FJI,Fiji,0,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,IRQ,Iraq,FSM,Micronesia,0,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,IRQ,Iraq,GUM,Guam,0,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,IRQ,Iraq,NCL,New Caledonia,0,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,IRQ,Iraq,NZL,New Zealand,2000,1156,258,0,1,1
5,West Asia,9,Oceania,26509,74711,25219,39692,,IRQ,Iraq,PNG,Papua New Guinea,0,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,IRQ,Iraq,PYF,French Polynesia,0,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,IRQ,Iraq,SLB,Solomon Islands,0,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,IRQ,Iraq,TON,Tonga,0,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,IRQ,Iraq,VUT,Vanuatu,0,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,IRQ,Iraq,WSM,Samoa,0,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,ISR,Israel,AUS,Australia,1,4,11,8,1,1
5,West Asia,9,Oceania,26509,74711,25219,39692,,ISR,Israel,FJI,Fiji,0,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,ISR,Israel,FSM,Micronesia,0,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,ISR,Israel,GUM,Guam,0,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,ISR,Israel,NCL,New Caledonia,0,0,5,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,ISR,Israel,NZL,New Zealand,30,10,33,6,1,1
5,West Asia,9,Oceania,26509,74711,25219,39692,,ISR,Israel,PNG,Papua New Guinea,0,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,ISR,Israel,PYF,French Polynesia,0,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,ISR,Israel,SLB,Solomon Islands,0,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,ISR,Israel,TON,Tonga,0,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,ISR,Israel,VUT,Vanuatu,0,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,ISR,Israel,WSM,Samoa,0,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,JOR,Jordan,AUS,Australia,13,4149,2270,1805,1,1
5,West Asia,9,Oceania,26509,74711,25219,39692,,JOR,Jordan,FJI,Fiji,0,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,JOR,Jordan,FSM,Micronesia,0,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,JOR,Jordan,GUM,Guam,0,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,JOR,Jordan,NCL,New Caledonia,0,1,2,1,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,JOR,Jordan,NZL,New Zealand,3,369,230,154,1,1
5,West Asia,9,Oceania,26509,74711,25219,39692,,JOR,Jordan,PNG,Papua New Guinea,0,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,JOR,Jordan,PYF,French Polynesia,0,1,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,JOR,Jordan,SLB,Solomon Islands,0,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,JOR,Jordan,TON,Tonga,0,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,JOR,Jordan,VUT,Vanuatu,0,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,JOR,Jordan,WSM,Samoa,0,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,KWT,Kuwait,AUS,Australia,6840,3014,1290,1458,1,1
5,West Asia,9,Oceania,26509,74711,25219,39692,,KWT,Kuwait,FJI,Fiji,10,2,0,1,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,KWT,Kuwait,FSM,Micronesia,0,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,KWT,Kuwait,GUM,Guam,4,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,KWT,Kuwait,NCL,New Caledonia,3,0,1,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,KWT,Kuwait,NZL,New Zealand,1845,542,424,270,1,1
5,West Asia,9,Oceania,26509,74711,25219,39692,,KWT,Kuwait,PNG,Papua New Guinea,7,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,KWT,Kuwait,PYF,French Polynesia,1,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,KWT,Kuwait,SLB,Solomon Islands,1,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,KWT,Kuwait,TON,Tonga,1,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,KWT,Kuwait,VUT,Vanuatu,0,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,KWT,Kuwait,WSM,Samoa,0,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,LBN,Lebanon,AUS,Australia,0,18704,2163,7943,1,1
5,West Asia,9,Oceania,26509,74711,25219,39692,,LBN,Lebanon,FJI,Fiji,0,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,LBN,Lebanon,FSM,Micronesia,0,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,LBN,Lebanon,GUM,Guam,0,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,LBN,Lebanon,NCL,New Caledonia,0,0,1,1,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,LBN,Lebanon,NZL,New Zealand,0,165,44,55,1,1
5,West Asia,9,Oceania,26509,74711,25219,39692,,LBN,Lebanon,PNG,Papua New Guinea,0,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,LBN,Lebanon,PYF,French Polynesia,0,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,LBN,Lebanon,SLB,Solomon Islands,0,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,LBN,Lebanon,TON,Tonga,0,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,LBN,Lebanon,VUT,Vanuatu,0,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,LBN,Lebanon,WSM,Samoa,0,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,OMN,Oman,AUS,Australia,519,5266,1845,1208,1,1
5,West Asia,9,Oceania,26509,74711,25219,39692,,OMN,Oman,FJI,Fiji,0,31,1,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,OMN,Oman,FSM,Micronesia,0,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,OMN,Oman,GUM,Guam,0,6,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,OMN,Oman,NCL,New Caledonia,0,5,25,8,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,OMN,Oman,NZL,New Zealand,142,1058,704,353,1,1
5,West Asia,9,Oceania,26509,74711,25219,39692,,OMN,Oman,PNG,Papua New Guinea,0,7,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,OMN,Oman,PYF,French Polynesia,0,5,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,OMN,Oman,SLB,Solomon Islands,0,3,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,OMN,Oman,TON,Tonga,0,4,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,OMN,Oman,VUT,Vanuatu,0,0,1,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,OMN,Oman,WSM,Samoa,0,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,PSE,Palestine,AUS,Australia,0,92,211,54,1,1
5,West Asia,9,Oceania,26509,74711,25219,39692,,PSE,Palestine,FJI,Fiji,0,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,PSE,Palestine,FSM,Micronesia,0,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,PSE,Palestine,GUM,Guam,0,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,PSE,Palestine,NCL,New Caledonia,0,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,PSE,Palestine,NZL,New Zealand,1,106,25,0,1,1
5,West Asia,9,Oceania,26509,74711,25219,39692,,PSE,Palestine,PNG,Papua New Guinea,0,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,PSE,Palestine,PYF,French Polynesia,0,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,PSE,Palestine,SLB,Solomon Islands,0,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,PSE,Palestine,TON,Tonga,0,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,PSE,Palestine,VUT,Vanuatu,0,0,0,0,1,0
5,West Asia,9,Oceania,26509,74711,25219,39692,,PSE,Palestine,WSM,Samoa,0,1,0,0,1,0
